Word i,Word i entity tag,Word i POS,Stopword
الإصدار,O,noun,no
البوزيتروني,O,adj,no
ب,O,prep,no
تكوين,O,noun,no
صور,O,noun,no
ل,O,prep,no
مناطق,O,noun,no
الجسم,O,noun,no
التي,O,pron_rel,yes
تجمع,O,verb,no
فيها,O,prep,no
السكر,O,noun,no
المشع,O,adj,no
.,O,punc,no
تظهر,O,verb,no
الخلايا,O,noun,no
السرطانية,O,adj,no
ب,O,prep,no
شكل,O,noun,yes
أوضح,O,verb,no
في,O,prep,yes
هذه,O,pron_dem,yes
الصور,O,noun,no
",",O,punc,no
ل,O,prep,no
أنها,O,conj_sub,yes
تمتص,O,verb,no
السكر,O,noun,no
أسرع,O,adj_comp,no
مما,O,prep,yes
تمتصه,O,verb,no
الخلايا,O,noun,no
الطبيعية,O,adj,no
.,O,punc,no
يمكن,O,verb,yes
أيضا,O,adv,yes
اللجوء,O,noun,no
إلى,O,prep,yes
تصوير,O,noun,no
الغدد,O,noun,no
اللعابية,O,adj,no
ب,O,prep,no
الأمواج,O,noun,no
فوق,O,noun,no
الصوتية,O,adj,no
.,O,punc,no
يعتمد,O,verb,no
هذا,O,pron_dem,yes
التصوير,O,noun,no
على,O,prep,yes
إطلاق,O,noun,no
موجات,O,noun,no
صوتية,O,adj,no
بحيث,O,adv_rel,no
يقوم,O,verb,no
صداها,O,noun,no
ب,O,prep,no
تشكيل,O,noun,no
صور,O,noun,no
ل,O,prep,no
الغدد,O,noun,no
اللعابية,O,adj,no
و,O,conj,no
المناطق,O,noun,no
المحيطة,O,adj,no
ب,O,prep,no
ها,O,pron_dem,no
.,O,punc,no
هناك,O,adv,yes
اختبار,O,noun,no
آخر,O,adj,yes
يمكن,O,verb,yes
استخدامه,O,noun,no
من,O,prep,yes
أجل,O,noun,yes
تشخيص,O,noun,no
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
",",O,punc,no
و,O,conj,no
هو,O,pron,yes
الخزعة,O,noun,no
.,O,punc,no
و,O,conj,no
من,O,prep,yes
أجل,O,noun,yes
أخذ,O,noun,no
الخزعة,O,noun,no
",",O,punc,no
يجري,O,verb,no
إدخال,O,noun,no
أنبوب,O,noun,no
دقيق,O,adj,no
مضاء,O,noun,no
(,O,punc,no
يدعى,O,verb,no
ب,O,prep,no
اسم,O,noun,no
المنظار,O,noun,no
),O,punc,no
من,O,prep,yes
أجل,O,noun,yes
النظر,O,noun,no
في,O,prep,yes
داخل,O,noun,no
الفم,O,noun,no
و,O,conj,no
الحلق,O,noun,no
و,O,conj,no
الحنجرة,O,noun,no
.,O,punc,no
تعد,O,verb,no
الخزعة,O,noun,no
هي,O,pron,yes
الطريقة,O,noun,no
المؤكدة,O,adj,no
الوحيدة,O,adj,no
ل,O,prep,no
تشخيص,O,noun,no
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
.,O,punc,no
و,O,conj,no
يجري,O,verb,no
استخدام,O,noun,no
إبرة,O,noun,no
دقيقة,O,noun,no
عادة,O,noun,yes
من,O,prep,yes
أجل,O,noun,yes
أخذ,O,noun,no
خزعة,O,verb,no
",",O,punc,no
ل,O,prep,no
التأكد,O,noun,no
من,O,prep,yes
الإصابة,O,noun,no
ب,O,prep,no
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
.,O,punc,no
في,O,prep,yes
أثناء,O,noun,no
استخراج,O,noun,no
الخزعة,O,adj,no
ب,O,prep,no
استخدام,O,noun,no
الإبرة,O,noun,no
الدقيقة,O,adj,no
",",O,punc,no
يجري,O,verb,no
إدخال,O,noun,no
تلك,O,pron_dem,yes
الإبرة,O,noun,no
من,O,prep,yes
أجل,O,noun,yes
استخراج,O,noun,no
عينة,O,noun,no
من,O,prep,yes
نسيج,O,noun,no
الورم,O,noun,no
الموجود,O,adj,no
في,O,prep,yes
الغدد,O,noun,no
اللعابية,O,adj,no
.,O,punc,no
كما,O,conj,yes
يمكن,O,verb,yes
أيضا,O,adv,yes
استخدام,O,noun,no
التصوير,O,noun,no
ب,O,prep,no
الأمواج,O,noun,no
فوق,O,noun,no
الصوتية,O,adj,no
ل,O,prep,no
المساعدة,O,noun,no
على,O,prep,yes
توجيه,O,noun,no
الإبرة,O,noun,no
.,O,punc,no
و,O,conj,no
بعد,O,noun,yes
ذلك,O,pron_dem,yes
",",O,punc,no
يقوم,O,verb,no
طبيب,O,noun,no
التشريح,O,noun,no
المرضي,O,noun,no
ب,O,prep,no
فحص,O,noun,no
العينة,O,noun,no
المستخرجة,O,noun,no
تحت,O,noun,no
المجهر,O,noun,no
بحثا,O,noun,no
عن,O,prep,yes
الخلايا,O,noun,no
السرطانية,O,adj,no
.,O,punc,no
تحديد,O,noun,no
مراحل,O,noun,no
السرطان,O,noun,no
يحدد,O,verb,no
الطبيب,O,noun,no
المرحلة,O,noun,no
التي,O,pron_rel,yes
بلغها,O,verb,no
تطور,O,noun,no
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
لدى,O,noun,yes
المريض,O,noun,no
.,O,punc,no
إن,O,verb_pseudo,yes
تحديد,O,noun,no
المراحل,O,noun,no
محاولة,O,noun,no
من,O,prep,yes
أجل,O,noun,yes
معرفة,O,noun,no
إن,O,conj_sub,yes
كان,O,verb,yes
السرطان,O,noun,no
قد,O,part_verb,yes
انتشر,O,verb,no
",",O,punc,no
و,O,conj,no
معرفة,O,noun,no
أجزاء,O,noun,no
الجسم,O,noun,no
التي,O,pron_rel,yes
انتشر,O,verb,no
إليها,O,prep,no
السرطان,O,noun,no
في,O,prep,yes
حال,O,noun,no
انتشاره,O,noun,no
فعلا,O,noun,no
.,O,punc,no
يجري,O,verb,no
تحديد,O,noun,no
المراحل,O,noun,no
عادة,O,noun,yes
ب,O,prep,no
استخدام,O,noun,no
أرقام,O,noun,no
من,O,prep,yes
1,O,digit,no
إلى,O,prep,yes
4,O,digit,no
.,O,punc,no
يشير,O,verb,no
الرقم,O,noun,no
المنخفض,O,adj,no
إلى,O,prep,yes
أن,O,conj_sub,yes
السرطان,O,noun,no
ما,O,part_neg,yes
زال,O,verb,no
في,O,prep,yes
مراحله,O,noun,no
الأولى,O,adj_num,no
.,O,punc,no
إن,O,verb_pseudo,yes
تحديد,O,noun,no
المراحل,O,noun,no
أمر,O,noun,no
مفيد,O,adj,no
من,O,prep,yes
أجل,O,noun,yes
تقرير,O,noun,no
الطريقة,O,noun,no
الأفضل,O,adj_comp,no
ل,O,prep,no
المعالجة,O,noun,no
.,O,punc,no
عند,O,noun,yes
تحديد,O,noun,no
المرحلة,O,noun,no
التي,O,pron_rel,yes
بلغها,O,verb,no
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
",",O,punc,no
يسعى,O,verb,no
الطبيب,O,noun,no
إلى,O,prep,yes
معرفة,O,noun,no
ما,O,pron_rel,yes
يلي,O,verb,yes
:,O,punc,no
مدى,O,noun,no
ضخامة,O,noun,no
الورم,O,noun,no
في,O,prep,yes
الغدد,O,noun,no
اللعابية,O,adj,no
المصابة,O,adj,no
.,O,punc,no
ما,O,conj_sub,yes
إذا,O,conj_sub,yes
كان,O,verb,yes
السرطان,O,noun,no
قد,O,part_verb,yes
غزا,O,verb,no
العقد,O,noun,no
اللمفية,O,adj,no
و,O,conj,no
بقية,O,noun,no
الأنسجة,O,noun,no
المجاورة,O,adj,no
.,O,punc,no
إن,O,verb_pseudo,yes
كان,O,verb,yes
السرطان,O,noun,no
قد,O,part_verb,yes
انتشر,O,verb,no
",",O,punc,no
و,O,conj,no
إذا,O,conj_sub,yes
كان,O,verb,yes
قد,O,part_verb,yes
انتشر,O,verb,no
",",O,punc,no
ف,O,conj,yes
إلى,O,prep,yes
أية,O,noun_quant,yes
أجزاء,O,noun,no
من,O,prep,yes
الجسم,O,noun,no
?,O,punc,no
من,O,prep,yes
الممكن,O,adj,no
أن,O,conj_sub,yes
يطلب,O,verb,no
الطبيب,O,noun,no
إجراء,O,noun,no
بعض,O,noun_quant,yes
الفحوص,O,noun,no
من,O,prep,yes
أجل,O,noun,yes
معرفة,O,noun,no
ما,O,conj_sub,yes
إذا,O,conj_sub,yes
كان,O,verb,yes
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
قد,O,part_verb,yes
انتشر,O,verb,no
.,O,punc,no
و,O,conj,no
هناك,O,adv,yes
كثير,O,adj,no
من,O,prep,yes
هذه,O,pron_dem,yes
الاختبارات,O,noun,no
يمكن,O,verb,yes
استخدامها,O,noun,no
أيضا,O,adv,yes
من,O,prep,yes
أجل,O,noun,yes
تحديد,O,noun,no
المرحلة,O,noun,no
التي,O,pron_rel,yes
بلغها,O,verb,no
السرطان,O,noun,no
.,O,punc,no
يجري,O,verb,no
استخدام,O,noun,no
فحوص,O,noun,no
تصويرية,O,adj,no
غالبا,O,adj,no
من,O,prep,yes
أجل,O,noun,yes
تحديد,O,noun,no
المرحلة,O,noun,no
التي,O,pron_rel,yes
بلغها,O,verb,no
السرطان,O,noun,no
.,O,punc,no
و,O,conj,no
من,O,prep,yes
هذه,O,pron_dem,yes
الفحوص,O,noun,no
التصوير,O,noun,no
المقطعي,O,adj,no
المحوسب,O,adj,no
و,O,conj,no
التصوير,O,noun,no
ب,O,prep,no
الرنين,O,noun,no
المغناطيسي,O,adj,no
.,O,punc,no
إن,O,verb_pseudo,yes
تحديد,O,noun,no
مراحل,O,noun,no
السرطان,O,noun,no
لا,O,part_neg,yes
يكتمل,O,verb,no
في,O,prep,yes
بعض,O,noun_quant,yes
الحالات,O,noun,no
إلا,O,part_restrict,yes
بعد,O,noun,yes
إجراء,O,noun,no
الجراحة,O,noun,no
الهادفة,O,adj,no
إلى,O,prep,yes
إزالة,O,noun,no
السرطان,O,noun,no
و,O,conj,no
العقد,O,noun,no
اللمفية,O,adj,no
المحيطة,O,adj,no
ب,O,prep,no
ه,O,abbrev,no
.,O,punc,no
المعالجة,O,noun,no
و,O,conj,no
الرعاية,O,noun,no
الداعمة,O,adj,no
يعتمد,O,verb,no
نوع,O,noun,no
المعالجة,O,noun,no
على,O,prep,yes
حجم,O,noun,no
السرطان,O,noun,no
و,O,conj,no
موقعه,O,noun,no
",",O,punc,no
و,O,conj,no
كذلك,O,pron_dem,yes
على,O,prep,yes
المرحلة,O,noun,no
التي,O,pron_rel,yes
بلغها,O,verb,no
",",O,punc,no
و,O,conj,no
على,O,prep,yes
الحالة,O,noun,no
الصحية,O,adj,no
العامة,O,adj,no
ل,O,prep,no
المريض,O,noun,no
.,O,punc,no
قد,O,part_verb,yes
تتضمن,O,verb,no
معالجة,O,noun,no
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
الجراحة,O,noun,no
و,O,conj,no
المعالجة,O,noun,no
الشعاعية,O,adj,no
و,O,conj,no
المعالجة,O,noun,no
الكيميائية,O,adj,no
",",O,punc,no
أو,O,conj,yes
أي,O,noun_quant,yes
مزيج,O,noun,no
من,O,prep,yes
هذه,O,pron_dem,yes
الطرق,O,noun,no
المختلفة,O,adj,yes
.,O,punc,no
الجراحة,O,noun,no
هي,O,pron,yes
الطريقة,O,noun,no
الأكثر,O,adj_comp,yes
شيوعا,O,noun,yes
في,O,prep,yes
معالجة,O,noun,no
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
.,O,punc,no
و,O,conj,no
من,O,prep,yes
الممكن,O,adj,no
أن,O,conj_sub,yes
يقوم,O,verb,no
الطبيب,O,noun,no
الجراح,O,noun,no
ب,O,prep,no
إزالة,O,noun,no
السرطان,O,noun,no
و,O,conj,no
ب,O,prep,no
إزالة,O,noun,no
قسم,O,noun,no
من,O,prep,yes
الأنسجة,O,noun,no
السليمة,O,adj,no
المحيطة,O,adj,no
ب,O,prep,no
ه,O,abbrev,no
.,O,punc,no
كما,O,conj,yes
يمكن,O,verb,yes
أن,O,conj_sub,yes
يزيل,O,verb,no
الغدد,O,noun,no
اللمفية,O,adj,no
المحيطة,O,adj,no
ب,O,prep,no
منطقة,O,noun,no
السرطان,O,noun,no
أيضا,O,adv,yes
.,O,punc,no
تستخدم,O,verb,no
المعالجة,O,noun,no
الشعاعية,O,adj,no
أشعة,O,noun,no
عالية,O,adj,no
الطاقة,O,noun,no
من,O,prep,yes
أجل,O,noun,yes
قتل,O,noun,no
الخلايا,O,noun,no
السرطانية,O,adj,no
",",O,punc,no
و,O,conj,no
منعها,O,noun,no
من,O,prep,yes
النمو,O,noun,no
و,O,conj,no
الانتشار,O,noun,no
.,O,punc,no
تأتي,O,verb,no
الأشعة,O,noun,no
في,O,prep,yes
معالجة,O,noun,no
الخلايا,O,noun,no
من,O,prep,yes
خلال,O,noun,no
آلة,O,noun,no
تقوم,O,verb,no
ب,O,prep,no
توجيه,O,noun,no
الأشعة,O,noun,no
إلى,O,prep,yes
مناطق,O,noun,no
محددة,O,adj,no
في,O,prep,yes
الجسم,O,noun,no
.,O,punc,no
يستخدم,O,verb,no
نوع,O,noun,no
اخر,O,adj,no
من,O,prep,yes
المعالجة,O,noun,no
الشعاعية,O,adj,no
سوائل,O,noun,no
مشعة,O,adj,no
من,O,prep,yes
أجل,O,noun,yes
معالجة,O,noun,no
مناطق,O,noun,no
محددة,O,adj,no
في,O,prep,yes
الجسم,O,noun,no
.,O,punc,no
يجري,O,verb,no
هذا,O,pron_dem,yes
من,O,prep,yes
خلال,O,noun,no
وضع,O,noun,no
هذه,O,pron_dem,yes
السوائل,O,noun,no
في,O,prep,yes
إبر,O,noun,no
أو,O,conj,yes
"""",O,punc,no
حبوب,O,noun,no
"""",O,punc,no
أو,O,conj,yes
أسلاك,O,noun,no
أو,O,conj,yes
قثاطر,O,noun,no
",",O,punc,no
ثم,O,conj,no
يضعها,O,verb,no
الطبيب,O,noun,no
داخل,O,noun,no
مكان,O,noun,no
السرطان,O,noun,no
أو,O,conj,yes
ب,O,prep,no
القرب,O,noun,no
منه,O,prep,no
.,O,punc,no
و,O,conj,no
هذا,O,pron_dem,yes
ما,O,pron_rel,yes
يعرف,O,verb,no
ب,O,prep,no
اسم,O,noun,no
"""",O,punc,no
المعالجة,O,noun,no
الشعاعية,O,adj,no
الداخلية,O,adj,no
أو,O,conj,yes
عن,O,prep,yes
قرب,O,noun,no
"""",O,punc,no
.,O,punc,no
يمكن,O,verb,yes
استخدام,O,noun,no
بعض,O,noun_quant,yes
الأنواع,O,noun,no
الخاصة,O,adj,no
من,O,prep,yes
الإشعاع,O,noun,no
من,O,prep,yes
أجل,O,noun,yes
معالجة,O,noun,no
بعض,O,noun_quant,yes
أورام,O,noun,no
الغدد,O,noun,no
اللعابية,O,adj,no
.,O,punc,no
إن,O,verb_pseudo,yes
المعالجة,O,noun,no
ب,O,prep,no
الإشعاع,O,noun,no
النيوتروني,O,noun,no
السريع,O,adj,no
تستخدم,O,verb,no
أشعة,O,noun,no
عالية,O,adj,no
الطاقة,O,noun,no
من,O,prep,yes
أجل,O,noun,yes
التمكن,O,noun,no
من,O,prep,yes
تقديم,O,noun,no
المعالجة,O,noun,no
عبر,O,noun,no
عدد,O,noun,no
قليل,O,noun,no
من,O,prep,yes
الجلسات,O,noun,no
.,O,punc,no
كما,O,conj,yes
تستخدم,O,verb,no
المعالجة,O,noun,no
ب,O,prep,no
الأشعة,O,noun,no
الفوتونية,O,adj,no
جرعات,O,noun,no
صغيرة,O,adj,no
من,O,prep,yes
الإشعاع,O,noun,no
ب,O,prep,no
حيث,O,adv_rel,yes
يمكن,O,verb,yes
إجراء,O,noun,no
أكثر,O,adj_comp,yes
من,O,prep,yes
جلسة,O,noun,no
معالجة,O,noun,no
واحدة,O,noun_num,yes
في,O,prep,yes
اليوم,O,noun,yes
.,O,punc,no
المعالجة,O,noun,no
الكيميائية,O,adj,no
هي,O,pron,yes
استخدام,O,noun,no
أدوية,O,noun,no
تقتل,O,verb,no
الخلايا,O,noun,no
السرطانية,O,adj,no
.,O,punc,no
يجري,O,verb,no
تناول,O,noun,no
هذه,O,pron_dem,yes
الأدوية,O,noun,no
عن,O,prep,yes
طريق,O,noun,no
الحقن,O,noun,no
في,O,prep,yes
الوريد,O,noun,no
.,O,punc,no
من,O,prep,yes
الممكن,O,adj,no
أحيانا,O,noun,no
أن,O,conj_sub,yes
يجري,O,verb,no
استخدام,O,noun,no
المعالجة,O,noun,no
الكيميائية,O,adj,no
و,O,conj,no
المعالجة,O,noun,no
الشعاعية,O,adj,no
معا,O,noun,no
.,O,punc,no
.,O,punc,no
و,O,conj,no
قد,O,part_verb,yes
تستخدم,O,verb,no
أية,O,noun_quant,yes
طريقة,O,noun,no
من,O,prep,yes
هذه,O,pron_dem,yes
الطرق,O,noun,no
وحدها,O,noun,no
",",O,punc,no
كما,O,conj,yes
يمكن,O,verb,yes
استخدامها,O,noun,no
قبل,O,noun,no
الجراحة,O,noun,no
أو,O,conj,yes
بعدها,O,noun,no
.,O,punc,no
هناك,O,adv,yes
تجارب,O,noun,no
سريرية,O,noun,no
كثيرة,O,adj,no
متوفرة,O,adj,no
من,O,prep,yes
أجل,O,noun,yes
الأشخاص,O,noun,no
المصابين,O,adj,no
ب,O,prep,no
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
.,O,punc,no
و,O,conj,no
التجارب,O,noun,no
السريرية,O,adj,no
هي,O,pron,yes
إجراءات,O,noun,no
تهدف,O,verb,no
إلى,O,prep,yes
اختبار,O,noun,no
أساليب,O,noun,no
و,O,conj,no
معالجات,O,noun,no
طبية,O,adj,no
جديدة,O,adj,no
.,O,punc,no
من,O,prep,yes
الممكن,O,adj,no
أن,O,conj_sub,yes
يؤدي,O,verb,no
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
و,O,conj,no
الطرق,O,noun,no
المستخدمة,O,adj,no
في,O,prep,yes
معالجته,O,noun,no
إلى,O,prep,yes
نشوء,O,noun,no
مشكلات,O,noun,no
صحية,O,adj,no
أخرى,O,adj,yes
.,O,punc,no
و,O,conj,no
من,O,prep,yes
المهم,O,noun,no
أن,O,conj_sub,yes
يتلقى,O,verb,no
المريض,O,noun,no
رعاية,O,noun,no
داعمة,O,adj,no
قبل,O,noun,no
معالجة,O,noun,no
السرطان,O,noun,no
و,O,conj,no
خلال,O,noun,no
هذه,O,pron_dem,yes
المعالجة,O,noun,no
و,O,conj,no
بعدها,O,noun,no
أيضا,O,adv,yes
.,O,punc,no
و,O,conj,no
المعالجة,O,noun,no
الداعمة,O,adj,no
هي,O,pron,yes
معالجة,O,noun,no
تهدف,O,verb,no
إلى,O,prep,yes
ضبط,O,noun,no
الأعراض,O,noun,no
و,O,conj,no
إلى,O,prep,yes
تخفيف,O,noun,no
الآثار,O,noun,no
الجانبية,O,adj,no
ل,O,prep,no
المعالجة,O,noun,no
المستخدمة,O,adj,no
",",O,punc,no
و,O,conj,no
كذلك,O,pron_dem,yes
إلى,O,prep,yes
مساعدة,O,noun,no
المريض,O,adj,no
على,O,prep,yes
التعايش,O,noun,no
مع,O,noun,yes
انفعالاته,O,noun,no
.,O,punc,no
تهدف,O,verb,no
المعالجة,O,noun,no
الداعمة,O,adj,no
أيضا,O,adv,yes
إلى,O,prep,yes
التعامل,O,noun,no
مع,O,noun,yes
الألم,O,noun,no
الذي,O,pron_rel,yes
يرتبط,O,verb,no
ب,O,prep,no
مرض,O,noun,no
السرطان,O,noun,no
و,O,conj,no
ب,O,prep,no
طرق,O,noun,no
معالجته,O,noun,no
.,O,punc,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يقترح,O,verb,no
الطبيب,O,noun,no
",",O,punc,no
أو,O,conj,yes
اختصاصي,O,noun,no
الألم,O,noun,no
",",O,punc,no
طرقا,O,verb,no
مناسبة,O,noun,no
ل,O,prep,no
التخلص,O,noun,no
من,O,prep,yes
الألم,O,noun,no
أو,O,conj,yes
ل,O,prep,no
تخفيفه,O,noun,no
.,O,punc,no
ب,O,prep,no
ما,O,pron_rel,yes
أن,O,conj_sub,yes
الغدد,O,noun,no
اللعابية,O,adj,no
تساعد,O,verb,no
الإنسان,O,noun,no
على,O,prep,yes
تناول,O,noun,no
الطعام,O,noun,no
و,O,conj,no
هضمه,O,noun,no
",",O,punc,no
ف,O,conj,yes
إن,O,conj_sub,yes
المريض,O,noun,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يكون,O,verb,yes
في,O,prep,yes
حاجة,O,noun,no
إلى,O,prep,yes
مساعدة,O,noun,no
خاصة,O,adj,no
من,O,prep,yes
أجل,O,noun,yes
التأقلم,O,noun,no
مع,O,noun,yes
الآثار,O,noun,no
الجانبية,O,adj,no
ل,O,prep,no
السرطان,O,noun,no
و,O,conj,no
معالجته,O,noun,no
.,O,punc,no
إن,O,verb_pseudo,yes
الطبيب,O,noun,no
هو,O,pron,yes
الذي,O,pron_rel,yes
يقوم,O,verb,no
ب,O,prep,no
إحالة,O,noun,no
المريض,O,noun,no
إلى,O,prep,yes
طبيب,O,noun,no
متخصص,O,adj,no
آخر,O,adj,yes
و,O,conj,no
الذي,O,pron_rel,yes
ب,O,prep,no
دوره,O,noun,no
يستطيع,O,verb,no
مساعدت,O,noun,no
المريض,O,noun,no
.,O,punc,no
الخلاصة,O,noun,no
يمكن,O,verb,yes
أن,O,conj_sub,yes
يبدأ,O,verb,yes
السرطان,O,noun,no
في,O,prep,yes
الغدد,O,noun,no
اللعابية,O,adj,no
",",O,punc,no
و,O,conj,no
هي,O,pron,yes
الغدد,O,noun,no
التي,O,pron_rel,yes
تصنع,O,verb,no
اللعاب,O,noun,no
و,O,conj,no
تطلقه,O,verb,no
في,O,prep,yes
الفم,O,noun,no
.,O,punc,no
إن,O,verb_pseudo,yes
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
نوع,O,noun,no
نادر,O,adj,no
من,O,prep,yes
السرطان,O,noun,no
.,O,punc,no
تبدأ,O,verb,yes
معظم,O,noun_quant,yes
حالات,O,noun,no
الإصابة,O,noun,no
ب,O,prep,no
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
الرئيسية,O,adj,no
في,O,prep,yes
الغدتين,O,noun,no
النكفيتين,O,adj,no
و,O,conj,no
هي,O,pron,yes
الغدد,O,noun,no
الواقعة,O,adj,no
تحت,O,noun,no
الأذنين,O,noun,no
و,O,conj,no
إلى,O,prep,yes
الأمام,O,noun,no
قليلا,O,adj,no
.,O,punc,no
و,O,conj,no
أما,O,part_focus,yes
معظم,O,noun_quant,yes
حالات,O,noun,no
الإصابة,O,noun,no
ب,O,prep,no
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
الصغيرة,O,adj,no
ف,O,conj,yes
يبدأ,O,verb,yes
في,O,prep,yes
الحنك,O,noun,no
أو,O,conj,yes
في,O,prep,yes
منطقة,O,noun,no
سقف,O,noun,no
الفم,O,noun,no
.,O,punc,no
تشتمل,O,verb,no
خيارات,O,noun,no
المعالجة,O,noun,no
الخاصة,O,adj,no
ب,O,prep,no
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
على,O,prep,yes
الجراحة,O,noun,no
و,O,conj,no
المعالجة,O,noun,no
الشعاعية,O,adj,no
و,O,conj,no
المعالجة,O,noun,no
الكيميائية,O,adj,no
عادة,O,noun,yes
",",O,punc,no
أو,O,conj,yes
على,O,prep,yes
مزيج,O,noun,no
من,O,prep,yes
هذه,O,pron_dem,yes
المعالجات,O,noun,no
كلها,O,noun_quant,no
.,O,punc,no
يكون,O,verb,yes
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
أكثر,O,adj_comp,yes
قابلية,O,noun,no
ل,O,prep,no
المعالجة,O,noun,no
في,O,prep,yes
مراحله,O,noun,no
الأولى,O,adj_num,no
.,O,punc,no
و,O,conj,no
قد,O,part_verb,yes
أدت,O,verb,no
الأبحاث,O,noun,no
إلى,O,prep,yes
حدوث,O,noun,no
تقدم,O,noun,no
يساعد,O,verb,yes
مرضى,O,noun,no
السرطان,O,noun,no
في,O,prep,yes
العيش,O,noun,no
مدة,O,noun,no
أطول,O,adj_comp,no
",",O,punc,no
كما,O,conj,yes
تستمر,O,verb,no
الأبحاث,O,noun,no
من,O,prep,yes
أجل,O,noun,yes
العثور,O,noun,no
على,O,prep,yes
طرق,O,noun,no
أفضل,O,adj_comp,yes
ل,O,prep,no
رعاية,O,noun,no
مرضى,O,adj,no
سرطان,B,noun,no
الغدد,I,noun,no
اللعابية,I,adj,no
.,O,punc,no
سرطان,B,noun,no
الفرج,I,noun_prop,no
نوع,O,noun,no
نادر,O,adj,no
من,O,prep,yes
أنواع,O,noun,no
السرطان,O,noun,no
.,O,punc,no
و,O,conj,no
هو,O,pron,yes
ينشأ,O,verb,no
في,O,prep,yes
الأعضاء,O,noun,no
الجنسية,O,adj,no
الخارجية,O,adj,no
لدى,O,noun,yes
المرأة,O,noun,no
",",O,punc,no
أي,O,part,yes
ب,O,prep,no
ما,O,pron_rel,yes
يدعى,O,verb,no
ب,O,prep,no
اسم,O,noun,no
الفرج,O,noun_prop,no
.,O,punc,no
يتطور,O,verb,no
هذا,O,pron_dem,yes
السرطان,O,noun,no
تطورا,O,noun,no
بطيئا,O,noun,no
خلال,O,noun,no
عدة,O,noun,no
سنوات,O,noun,no
عادة,O,noun,yes
.,O,punc,no
تنمو,O,verb,no
في,O,prep,yes
البداية,O,noun,no
خلايا,O,noun,no
ما,O,pron_rel,yes
قبل,O,noun,no
سرطانية,O,adj,no
على,O,prep,yes
جلد,O,noun,no
الفرج,O,noun_prop,no
.,O,punc,no
و,O,conj,no
يدعى,O,verb,no
ذلك,O,pron_dem,yes
التنشؤ,O,noun,no
داخل,O,noun,no
الظهارة,O,noun,no
الفرجية,O,adj,no
",",O,punc,no
أو,O,conj,yes
ب,O,prep,no
اسم,O,noun,no
خلل,O,noun,no
التنسج,O,noun,no
الظهارة,O,noun,no
الفرجية,O,adj,no
.,O,punc,no
لا,O,part_neg,yes
تؤدي,O,verb,no
هذه,O,pron_dem,yes
الحالات,O,noun,no
كلها,O,noun_quant,no
إلى,O,prep,yes
السرطان,O,noun,no
",",O,punc,no
لكن,O,conj,yes
من,O,prep,yes
الأفضل,O,adj_comp,no
أن,O,conj_sub,yes
تجري,O,verb,no
معالجتها,O,noun,no
في,O,prep,yes
وقت,O,noun,no
مبكر,O,adj,no
.,O,punc,no
لا,O,part_neg,yes
يعطي,O,verb,no
سرطان,B,noun,no
الفرج,I,noun_prop,no
أعراضا,O,noun,no
مبكرة,O,adj,no
في,O,prep,yes
معظم,O,noun_quant,yes
الحالات,O,noun,no
.,O,punc,no
لكن,O,verb_pseudo,yes
على,O,prep,yes
المرأة,O,noun,no
التي,O,pron_rel,yes
تلاحظ,O,verb,no
الأشياء,O,noun,no
التالية,O,adj,no
أن,O,conj_sub,yes
تراجع,O,noun,no
الطبيب,O,noun,no
من,O,prep,yes
أجل,O,noun,yes
إجراء,O,noun,no
مزيد,O,noun,no
من,O,prep,yes
الاختبارات,O,noun,no
:,O,punc,no
وجود,O,noun,no
كتلة,O,noun,no
في,O,prep,yes
الفرج,O,noun_prop,no
.,O,punc,no
إحساس,O,noun,no
ب,O,prep,no
الحكة,O,noun,no
أو,O,conj,yes
ب,O,prep,no
الإيلام,O,noun,no
في,O,prep,yes
الفرج,O,noun_prop,no
.,O,punc,no
حدوث,O,noun,no
نزف,O,noun,no
خارج,O,noun,no
أوقات,O,noun,no
دورة,O,noun,no
الطمث,O,noun,no
.,O,punc,no
إن,O,verb_pseudo,yes
تقدم,O,noun,no
المرأة,O,noun,no
في,O,prep,yes
السن,O,noun,no
",",O,punc,no
أو,O,conj,yes
إصابتها,O,noun,no
ب,O,prep,no
عدوى,O,noun,no
فيروس,O,noun,no
الورم,O,noun,no
